image_id,Location,Filename,Year,Month,Day,Hour,AQI,pm25,pm10,O3,CO,SO2,NO2,AQI_Class,image_path,datetime_image,datetime_aqi,uses_hourly_measure,conf_twilight,sub_pm25,sub_pm10,dominant,is_pm_dominant,soft_aqi_flag,soft_aqi,conf_softlabel,conf_temporal,label_confidence,is_low_information,country_group,city,aqi_bin,strata
6871,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-345.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-345.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6872,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-349.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-349.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6873,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-353.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-353.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6874,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-357.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-357.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6876,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-365.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-365.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6878,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-37.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-37.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6879,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-373.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-373.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6880,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-377.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-377.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6881,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-381.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-381.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6882,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-385.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-385.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6884,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-393.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-393.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6886,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-401.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-401.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6887,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-405.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-405.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6888,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-409.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-409.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6889,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-41.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-41.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6890,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-413.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-413.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6891,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-417.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-417.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6892,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-421.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-421.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6893,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-425.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-425.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6894,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-429.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-429.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6895,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-433.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-433.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6896,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-437.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-437.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6897,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-441.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-441.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6898,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-445.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-445.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6899,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-449.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-449.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6901,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-453.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-453.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6902,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-457.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-457.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6903,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-461.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-461.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6904,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-465.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-465.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6905,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-469.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-469.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6906,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-473.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-473.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6907,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-477.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-477.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6910,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-489.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-489.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6911,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-49.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-49.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6913,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-497.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-497.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6914,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-5.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-5.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6915,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-501.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-501.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6916,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-505.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-505.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6917,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-509.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-509.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6918,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-513.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-513.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6919,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-517.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-517.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6920,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-521.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-521.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6921,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-525.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-525.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6922,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-529.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-529.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6923,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-53.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-53.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6924,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-533.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-533.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6925,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-537.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-537.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
6926,"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-541.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/UP_VUN_2023-03-02-09.00-1-541.jpg,2023-03-02 09:00:00,2023-03-02 09:00:00,True,1.0,439.2307692307692,332.6153846153846,sub_pm25,True,1,439.2307692307692,0.5,1.0,0.5,False,PM25VISION,Knowledge park,4,Knowledge park_4
